      t,      a,      b,      c,      d,      e,      f,      g,      h,      i
 1.5700, 2.2411, 2.6171, 3.0117, 3.4265, 3.8630, 4.3227, 4.8066, 5.3162, 5.8525
 1.5800, 2.2478, 2.6292, 3.0297, 3.4511, 3.8949, 4.3624, 4.8550, 5.3739, 5.9204
 1.5900, 2.2544, 2.6414, 3.0479, 3.4759, 3.9269, 4.4024, 4.9037, 5.4322, 5.9891
 1.6000, 2.2611, 2.6535, 3.0662, 3.5008, 3.9592, 4.4428, 4.9530, 5.4912, 6.0586
 1.6100, 2.2677, 2.6657, 3.0845, 3.5260, 3.9918, 4.4836, 5.0028, 5.5508, 6.1290
 1.6200, 2.2744, 2.6780, 3.1030, 3.5513, 4.0247, 4.5248, 5.0531, 5.6111, 6.2001
 1.6300, 2.2810, 2.6903, 3.1215, 3.5768, 4.0578, 4.5663, 5.1039, 5.6720, 6.2721
 1.6400, 2.2876, 2.7026, 3.1402, 3.6024, 4.0912, 4.6082, 5.1552, 5.7335, 6.3449
 1.6500, 2.2942, 2.7150, 3.1589, 3.6282, 4.1249, 4.6505, 5.2070, 5.7958, 6.4185
 1.6600, 2.3008, 2.7274, 3.1778, 3.6543, 4.1588, 4.6932, 5.2593, 5.8587, 6.4930
 1.6700, 2.3074, 2.7399, 3.1968, 3.6804, 4.1930, 4.7363, 5.3122, 5.9223, 6.5684
 1.6800, 2.3140, 2.7524, 3.2158, 3.7068, 4.2275, 4.7798, 5.3656, 5.9866, 6.6447
 1.6900, 2.3206, 2.7649, 3.2350, 3.7334, 4.2623, 4.8237, 5.4195, 6.0516, 6.7218
 1.7000, 2.3271, 2.7775, 3.2543, 3.7601, 4.2973, 4.8679, 5.4739, 6.1173, 6.7998
 1.7100, 2.3337, 2.7901, 3.2736, 3.7871, 4.3327, 4.9126, 5.5290, 6.1837, 6.8788
 1.7200, 2.3402, 2.8027, 3.2931, 3.8142, 4.3683, 4.9577, 5.5845, 6.2508, 6.9586
 1.7300, 2.3467, 2.8154, 3.3127, 3.8415, 4.4042, 5.0032, 5.6407, 6.3187, 7.0394
 1.7400, 2.3533, 2.8282, 3.3324, 3.8690, 4.4404, 5.0491, 5.6973, 6.3873, 7.1212
 1.7500, 2.3598, 2.8409, 3.3522, 3.8967, 4.4769, 5.0955, 5.7546, 6.4566, 7.2038
 1.7600, 2.3663, 2.8538, 3.3721, 3.9246, 4.5137, 5.1422, 5.8124, 6.5267, 7.2875
 1.7700, 2.3728, 2.8666, 3.3922, 3.9526, 4.5508, 5.1894, 5.8709, 6.5976, 7.3721
 1.7800, 2.3793, 2.8795, 3.4123, 3.9809, 4.5883, 5.2370, 5.9299, 6.6692, 7.4577
 1.7900, 2.3858, 2.8925, 3.4325, 4.0094, 4.6260, 5.2851, 5.9895, 6.7416, 7.5443
 1.8000, 2.3922, 2.9055, 3.4529, 4.0380, 4.6640, 5.3336, 6.0496, 6.8148, 7.6319
 1.8100, 2.3987, 2.9185, 3.4734, 4.0669, 4.7023, 5.3825, 6.1104, 6.8888, 7.7205
 1.8200, 2.4051, 2.9316, 3.4940, 4.0960, 4.7410, 5.4319, 6.1719, 6.9636, 7.8101
 1.8300, 2.4116, 2.9447, 3.5146, 4.1253, 4.7799, 5.4818, 6.2339, 7.0392, 7.9008
 1.8400, 2.4180, 2.9579, 3.5355, 4.1547, 4.8192, 5.5321, 6.2965, 7.1157, 7.9925
 1.8500, 2.4244, 2.9711, 3.5564, 4.1844, 4.8588, 5.5828, 6.3598, 7.1929, 8.0853
 1.8600, 2.4309, 2.9843, 3.5774, 4.2143, 4.8987, 5.6341, 6.4237, 7.2710, 8.1792
 1.8700, 2.4373, 2.9977, 3.5986, 4.2444, 4.9390, 5.6858, 6.4883, 7.3500, 8.2742
 1.8800, 2.4437, 3.0110, 3.6199, 4.2747, 4.9795, 5.7379, 6.5535, 7.4298, 8.3703
 1.8900, 2.4501, 3.0244, 3.6413, 4.3053, 5.0204, 5.7906, 6.6194, 7.5104, 8.4674
 1.9000, 2.4564, 3.0378, 3.6628, 4.3360, 5.0617, 5.8437, 6.6859, 7.5920, 8.5658
 1.9100, 2.4628, 3.0513, 3.6844, 4.3670, 5.1033, 5.8973, 6.7531, 7.6744, 8.6652
 1.9200, 2.4692, 3.0648, 3.7062, 4.3981, 5.1452, 5.9514, 6.8210, 7.7577, 8.7658
 1.9300, 2.4755, 3.0784, 3.7280, 4.4295, 5.1874, 6.0060, 6.8895, 7.8420, 8.8676
 1.9400, 2.4819, 3.0921, 3.7500, 4.4611, 5.2300, 6.0611, 6.9588, 7.9271, 8.9706
 1.9500, 2.4882, 3.1057, 3.7721, 4.4930, 5.2730, 6.1168, 7.0287, 8.0132, 9.0748
 1.9600, 2.4946, 3.1194, 3.7944, 4.5250, 5.3163, 6.1729, 7.0993, 8.1002, 9.1801
 1.9700, 2.5009, 3.1332, 3.8168, 4.5573, 5.3599, 6.2295, 7.1707, 8.1882, 9.2867
 1.9800, 2.5072, 3.1470, 3.8392, 4.5898, 5.4040, 6.2867, 7.2427, 8.2771, 9.3946
 1.9900, 2.5135, 3.1609, 3.8619, 4.6225, 5.4483, 6.3443, 7.3155, 8.3670, 9.5037
 2.0000, 2.5198, 3.1748, 3.8846, 4.6555, 5.4931, 6.4025, 7.3891, 8.4578, 9.6140
