        s,        t,        r,      phi,        x,        y
   67.344,   36.182,  8.82278,  0.67975,   6.8617,   5.5460
   67.513,   36.366,  8.81074,  0.68379,   6.8299,   5.5661
   67.681,   36.549,  8.79864,  0.68785,   6.7980,   5.5860
   67.850,   36.733,  8.78647,  0.69191,   6.7658,   5.6058
   68.019,   36.917,  8.77424,  0.69598,   6.7336,   5.6255
   68.188,   37.101,  8.76194,  0.70007,   6.7011,   5.6451
   68.357,   37.285,  8.74959,  0.70417,   6.6685,   5.6645
   68.525,   37.469,  8.73717,  0.70828,   6.6357,   5.6838
   68.694,   37.653,  8.72468,  0.71240,   6.6028,   5.7029
   68.863,   37.837,  8.71213,  0.71653,   6.5697,   5.7219
   69.032,   38.021,  8.69952,  0.72068,   6.5365,   5.7408
   69.201,   38.205,  8.68684,  0.72483,   6.5030,   5.7595
   69.369,   38.389,  8.67409,  0.72900,   6.4695,   5.7781
   69.538,   38.573,  8.66129,  0.73319,   6.4357,   5.7965
   69.707,   38.757,  8.64842,  0.73738,   6.4018,   5.8148
   69.876,   38.941,  8.63548,  0.74159,   6.3678,   5.8329
   70.044,   39.125,  8.62248,  0.74581,   6.3336,   5.8509
   70.213,   39.310,  8.60942,  0.75004,   6.2992,   5.8688
   70.382,   39.494,  8.59629,  0.75428,   6.2647,   5.8864
   70.551,   39.678,  8.58310,  0.75854,   6.2300,   5.9040
   70.720,   39.863,  8.56984,  0.76281,   6.1951,   5.9214
   70.888,   40.047,  8.55652,  0.76710,   6.1601,   5.9386
   71.057,   40.231,  8.54313,  0.77139,   6.1249,   5.9557
   71.226,   40.416,  8.52968,  0.77570,   6.0896,   5.9726
   71.395,   40.600,  8.51616,  0.78003,   6.0541,   5.9894
   71.563,   40.785,  8.50258,  0.78437,   6.0184,   6.0060
   71.732,   40.970,  8.48894,  0.78872,   5.9826,   6.0225
   71.901,   41.154,  8.47523,  0.79309,   5.9466,   6.0388
   72.070,   41.339,  8.46145,  0.79747,   5.9105,   6.0549
   72.239,   41.524,  8.44761,  0.80186,   5.8742,   6.0709
   72.407,   41.708,  8.43370,  0.80627,   5.8378,   6.0867
   72.576,   41.893,  8.41973,  0.81070,   5.8011,   6.1024
   72.745,   42.078,  8.40570,  0.81514,   5.7644,   6.1178
   72.914,   42.263,  8.39160,  0.81959,   5.7274,   6.1331
   73.083,   42.448,  8.37743,  0.82406,   5.6904,   6.1483
   73.251,   42.633,  8.36320,  0.82854,   5.6531,   6.1632
   73.420,   42.818,  8.34891,  0.83304,   5.6157,   6.1780
   73.589,   43.003,  8.33455,  0.83756,   5.5781,   6.1927
   73.758,   43.188,  8.32012,  0.84209,   5.5404,   6.2071
   73.926,   43.373,  8.30563,  0.84663,   5.5025,   6.2214
   74.095,   43.558,  8.29107,  0.85120,   5.4645,   6.2355
   74.264,   43.744,  8.27645,  0.85577,   5.4263,   6.2494
   74.433,   43.929,  8.26176,  0.86037,   5.3880,   6.2631
   74.602,   44.114,  8.24701,  0.86498,   5.3495,   6.2767
   74.770,   44.300,  8.23219,  0.86961,   5.3108,   6.2900
   74.939,   44.485,  8.21731,  0.87425,   5.2720,   6.3032
   75.108,   44.670,  8.20236,  0.87891,   5.2330,   6.3162
   75.277,   44.856,  8.18734,  0.88359,   5.1939,   6.3290
   75.445,   45.041,  8.17226,  0.88829,   5.1546,   6.3416
   75.614,   45.227,  8.15712,  0.89300,   5.1152,   6.3540
   75.783,   45.413,  8.14190,  0.89773,   5.0756,   6.3663
   75.952,   45.598,  8.12663,  0.90248,   5.0358,   6.3783
   76.121,   45.784,  8.11128,  0.90724,   4.9959,   6.3901
   76.289,   45.970,  8.09587,  0.91203,   4.9558,   6.4018
   76.458,   46.156,  8.08040,  0.91683,   4.9156,   6.4132
   76.627,   46.342,  8.06486,  0.92165,   4.8753,   6.4245
   76.796,   46.528,  8.04925,  0.92649,   4.8347,   6.4355
   76.964,   46.714,  8.03358,  0.93135,   4.7941,   6.4463
   77.133,   46.900,  8.01784,  0.93623,   4.7532,   6.4570
   77.302,   47.086,  8.00204,  0.94112,   4.7123,   6.4674
   77.471,   47.272,  7.98617,  0.94604,   4.6711,   6.4776
   77.640,   47.458,  7.97023,  0.95097,   4.6298,   6.4876
   77.808,   47.644,  7.95423,  0.95593,   4.5884,   6.4974
   77.977,   47.831,  7.93816,  0.96090,   4.5468,   6.5070
   78.146,   48.017,  7.92203,  0.96590,   4.5051,   6.5164
   78.315,   48.204,  7.90583,  0.97092,   4.4632,   6.5255
   78.484,   48.390,  7.88956,  0.97595,   4.4211,   6.5344
   78.652,   48.577,  7.87323,  0.98101,   4.3790,   6.5431
   78.821,   48.763,  7.85683,  0.98609,   4.3366,   6.5516
   78.990,   48.950,  7.84037,  0.99119,   4.2941,   6.5599
   79.159,   49.137,  7.82384,  0.99631,   4.2515,   6.5679
   79.327,   49.323,  7.80724,  1.00145,   4.2087,   6.5757
   79.496,   49.510,  7.79058,  1.00662,   4.1658,   6.5833
   79.665,   49.697,  7.77385,  1.01181,   4.1227,   6.5906
   79.834,   49.884,  7.75705,  1.01702,   4.0795,   6.5977
   80.003,   50.071,  7.74019,  1.02225,   4.0361,   6.6046
   80.171,   50.258,  7.72326,  1.02750,   3.9926,   6.6112
   80.340,   50.445,  7.70627,  1.03278,   3.9489,   6.6176
   80.509,   50.632,  7.68921,  1.03808,   3.9051,   6.6237
   80.678,   50.820,  7.67208,  1.04341,   3.8612,   6.6296
   80.846,   51.007,  7.65489,  1.04876,   3.8171,   6.6353
   81.015,   51.194,  7.63763,  1.05413,   3.7729,   6.6407
   81.184,   51.382,  7.62031,  1.05953,   3.7285,   6.6459
   81.353,   51.569,  7.60292,  1.06495,   3.6840,   6.6508
   81.522,   51.757,  7.58546,  1.07040,   3.6393,   6.6554
   81.690,   51.944,  7.56794,  1.07587,   3.5945,   6.6598
   81.859,   52.132,  7.55035,  1.08137,   3.5496,   6.6640
   82.028,   52.320,  7.53270,  1.08689,   3.5045,   6.6678
   82.197,   52.508,  7.51498,  1.09244,   3.4593,   6.6715
   82.366,   52.696,  7.49719,  1.09802,   3.4139,   6.6748
   82.534,   52.884,  7.47934,  1.10362,   3.3684,   6.6779
   82.703,   53.072,  7.46142,  1.10925,   3.3228,   6.6807
   82.872,   53.260,  7.44343,  1.11491,   3.2770,   6.6832
   83.041,   53.448,  7.42538,  1.12059,   3.2311,   6.6855
   83.209,   53.636,  7.40726,  1.12630,   3.1851,   6.6875
   83.378,   53.825,  7.38908,  1.13204,   3.1390,   6.6892
   83.547,   54.013,  7.37083,  1.13781,   3.0927,   6.6906
   83.716,   54.201,  7.35252,  1.14361,   3.0462,   6.6918
   83.885,   54.390,  7.33413,  1.14944,   2.9997,   6.6926
   84.053,   54.579,  7.31569,  1.15529,   2.9530,   6.6932
   84.222,   54.767,  7.29718,  1.16118,   2.9062,   6.6935
   84.391,   54.956,  7.27860,  1.16709,   2.8592,   6.6935
   84.560,   55.145,  7.25995,  1.17304,   2.8122,   6.6932
   84.728,   55.334,  7.24125,  1.17901,   2.7650,   6.6926
   84.897,   55.523,  7.22247,  1.18502,   2.7177,   6.6917
   85.066,   55.712,  7.20363,  1.19106,   2.6702,   6.6905
   85.235,   55.901,  7.18473,  1.19713,   2.6227,   6.6889
   85.404,   56.090,  7.16575,  1.20323,   2.5750,   6.6871
   85.572,   56.280,  7.14672,  1.20936,   2.5272,   6.6850
   85.741,   56.469,  7.12762,  1.21553,   2.4793,   6.6825
   85.910,   56.659,  7.10845,  1.22173,   2.4312,   6.6798
   86.079,   56.848,  7.08922,  1.22797,   2.3831,   6.6767
   86.247,   57.038,  7.06992,  1.23423,   2.3348,   6.6733
   86.416,   57.228,  7.05056,  1.24054,   2.2864,   6.6695
   86.585,   57.417,  7.03113,  1.24687,   2.2379,   6.6655
   86.754,   57.607,  7.01164,  1.25325,   2.1893,   6.6611
   86.923,   57.797,  6.99209,  1.25965,   2.1406,   6.6564
   87.091,   57.987,  6.97246,  1.26610,   2.0918,   6.6513
   87.260,   58.178,  6.95278,  1.27258,   2.0428,   6.6459
   87.429,   58.368,  6.93303,  1.27910,   1.9938,   6.6402
   87.598,   58.558,  6.91322,  1.28565,   1.9447,   6.6341
   87.767,   58.749,  6.89334,  1.29224,   1.8954,   6.6276
   87.935,   58.939,  6.87340,  1.29887,   1.8461,   6.6208
   88.104,   59.130,  6.85339,  1.30554,   1.7966,   6.6137
   88.273,   59.321,  6.83332,  1.31225,   1.7471,   6.6062
   88.442,   59.512,  6.81319,  1.31900,   1.6975,   6.5983
   88.610,   59.702,  6.79299,  1.32579,   1.6477,   6.5901
   88.779,   59.893,  6.77273,  1.33262,   1.5979,   6.5815
   88.948,   60.085,  6.75241,  1.33949,   1.5480,   6.5726
   89.117,   60.276,  6.73202,  1.34640,   1.4980,   6.5632
   89.286,   60.467,  6.71157,  1.35335,   1.4479,   6.5535
   89.454,   60.659,  6.69106,  1.36035,   1.3978,   6.5434
   89.623,   60.850,  6.67049,  1.36738,   1.3475,   6.5330
   89.792,   61.042,  6.64985,  1.37447,   1.2972,   6.5221
   89.961,   61.234,  6.62915,  1.38159,   1.2468,   6.5109
   90.129,   61.425,  6.60839,  1.38877,   1.1963,   6.4992
   90.298,   61.617,  6.58757,  1.39598,   1.1457,   6.4872
   90.467,   61.809,  6.56669,  1.40324,   1.0951,   6.4747
   90.636,   62.002,  6.54574,  1.41055,   1.0444,   6.4619
   90.805,   62.194,  6.52473,  1.41791,   0.9937,   6.4486
   90.973,   62.386,  6.50367,  1.42531,   0.9428,   6.4350
   91.142,   62.579,  6.48254,  1.43276,   0.8920,   6.4209
   91.311,   62.771,  6.46135,  1.44026,   0.8410,   6.4064
   91.480,   62.964,  6.44010,  1.44781,   0.7900,   6.3915
   91.649,   63.157,  6.41879,  1.45541,   0.7390,   6.3761
   91.817,   63.350,  6.39742,  1.46306,   0.6879,   6.3603
   91.986,   63.543,  6.37600,  1.47077,   0.6367,   6.3441
   92.155,   63.736,  6.35451,  1.47852,   0.5855,   6.3275
   92.324,   63.930,  6.33296,  1.48633,   0.5343,   6.3104
   92.492,   64.123,  6.31136,  1.49419,   0.4830,   6.2928
   92.661,   64.317,  6.28969,  1.50210,   0.4317,   6.2749
   92.830,   64.511,  6.26797,  1.51007,   0.3804,   6.2564
   92.999,   64.704,  6.24619,  1.51809,   0.3290,   6.2375
   93.168,   64.898,  6.22436,  1.52617,   0.2776,   6.2182
   93.336,   65.093,  6.20246,  1.53431,   0.2262,   6.1983
   93.505,   65.287,  6.18051,  1.54251,   0.1748,   6.1780
   93.674,   65.481,  6.15851,  1.55076,   0.1234,   6.1573
   93.843,   65.676,  6.13645,  1.55907,   0.0719,   6.1360
   94.011,   65.870,  6.11433,  1.56745,   0.0205,   6.1143
   94.180,   66.065,  6.09216,  1.57588,  -0.0310,   6.0921
   94.349,   66.260,  6.06993,  1.58438,  -0.0824,   6.0694
   94.518,   66.455,  6.04765,  1.59294,  -0.1339,   6.0462
   94.687,   66.650,  6.02531,  1.60156,  -0.1853,   6.0225
   94.855,   66.846,  6.00292,  1.61024,  -0.2367,   5.9983
   95.024,   67.041,  5.98048,  1.61899,  -0.2881,   5.9735
   95.193,   67.237,  5.95799,  1.62781,  -0.3395,   5.9483
   95.362,   67.433,  5.93544,  1.63669,  -0.3909,   5.9226
   95.530,   67.629,  5.91284,  1.64565,  -0.4422,   5.8963
   95.699,   67.825,  5.89019,  1.65467,  -0.4934,   5.8695
   95.868,   68.021,  5.86749,  1.66376,  -0.5447,   5.8422
   96.037,   68.217,  5.84474,  1.67292,  -0.5958,   5.8143
   96.206,   68.414,  5.82194,  1.68215,  -0.6470,   5.7859
   96.374,   68.611,  5.79909,  1.69146,  -0.6980,   5.7569
   96.543,   68.807,  5.77620,  1.70083,  -0.7490,   5.7274
   96.712,   69.005,  5.75325,  1.71029,  -0.7999,   5.6974
   96.881,   69.202,  5.73026,  1.71982,  -0.8508,   5.6668
   97.050,   69.399,  5.70722,  1.72942,  -0.9015,   5.6356
   97.218,   69.597,  5.68414,  1.73911,  -0.9522,   5.6038
   97.387,   69.794,  5.66101,  1.74887,  -1.0028,   5.5715
   97.556,   69.992,  5.63783,  1.75871,  -1.0532,   5.5386
   97.725,   70.190,  5.61462,  1.76864,  -1.1036,   5.5051
   97.893,   70.389,  5.59136,  1.77865,  -1.1538,   5.4710
   98.062,   70.587,  5.56805,  1.78874,  -1.2039,   5.4363
   98.231,   70.786,  5.54471,  1.79891,  -1.2539,   5.4011
   98.400,   70.984,  5.52132,  1.80917,  -1.3037,   5.3652
   98.569,   71.183,  5.49789,  1.81952,  -1.3534,   5.3287
   98.737,   71.383,  5.47443,  1.82996,  -1.4030,   5.2916
   98.906,   71.582,  5.45092,  1.84049,  -1.4523,   5.2539
   99.075,   71.782,  5.42738,  1.85111,  -1.5015,   5.2155
   99.244,   71.981,  5.40380,  1.86182,  -1.5505,   5.1766
   99.412,   72.181,  5.38019,  1.87263,  -1.5994,   5.1370
   99.581,   72.381,  5.35654,  1.88353,  -1.6480,   5.0967
   99.750,   72.582,  5.33286,  1.89453,  -1.6964,   5.0558
   99.919,   72.782,  5.30914,  1.90562,  -1.7446,   5.0143
  100.088,   72.983,  5.28539,  1.91682,  -1.7926,   4.9721
  100.256,   73.184,  5.26161,  1.92811,  -1.8403,   4.9293
  100.425,   73.385,  5.23780,  1.93951,  -1.8878,   4.8858
  100.594,   73.587,  5.21396,  1.95102,  -1.9350,   4.8416
  100.763,   73.788,  5.19009,  1.96263,  -1.9820,   4.7967
  100.932,   73.990,  5.16620,  1.97434,  -2.0287,   4.7512
  101.100,   74.192,  5.14228,  1.98617,  -2.0751,   4.7050
  101.269,   74.395,  5.11833,  1.99811,  -2.1212,   4.6581
  101.438,   74.597,  5.09437,  2.01015,  -2.1669,   4.6105
  101.607,   74.800,  5.07038,  2.02232,  -2.2124,   4.5622
  101.775,   75.003,  5.04637,  2.03460,  -2.2575,   4.5133
  101.944,   75.206,  5.02234,  2.04699,  -2.3022,   4.4636
  102.113,   75.410,  4.99829,  2.05951,  -2.3466,   4.4132
  102.282,   75.613,  4.97422,  2.07214,  -2.3906,   4.3621
  102.451,   75.817,  4.95014,  2.08490,  -2.4343,   4.3103
  102.619,   76.022,  4.92605,  2.09778,  -2.4775,   4.2577
  102.788,   76.226,  4.90194,  2.11079,  -2.5203,   4.2044
  102.957,   76.431,  4.87782,  2.12393,  -2.5626,   4.1504
  103.126,   76.636,  4.85369,  2.13720,  -2.6045,   4.0957
  103.294,   76.841,  4.82955,  2.15060,  -2.6459,   4.0402
  103.463,   77.047,  4.80541,  2.16414,  -2.6869,   3.9840
  103.632,   77.252,  4.78126,  2.17781,  -2.7273,   3.9271
  103.801,   77.458,  4.75711,  2.19163,  -2.7673,   3.8694
  103.970,   77.665,  4.73295,  2.20558,  -2.8067,   3.8110
  104.138,   77.871,  4.70880,  2.21968,  -2.8455,   3.7518
  104.307,   78.078,  4.68465,  2.23392,  -2.8838,   3.6918
  104.476,   78.286,  4.66050,  2.24831,  -2.9215,   3.6312
  104.645,   78.493,  4.63636,  2.26285,  -2.9585,   3.5697
  104.813,   78.701,  4.61222,  2.27754,  -2.9950,   3.5075
  104.982,   78.909,  4.58809,  2.29239,  -3.0308,   3.4445
  105.151,   79.117,  4.56398,  2.30739,  -3.0659,   3.3808
  105.320,   79.326,  4.53988,  2.32255,  -3.1004,   3.3163
  105.489,   79.535,  4.51579,  2.33787,  -3.1341,   3.2511
  105.657,   79.745,  4.49172,  2.35336,  -3.1671,   3.1851
  105.826,   79.954,  4.46767,  2.36902,  -3.1994,   3.1184
  105.995,   80.164,  4.44364,  2.38484,  -3.2308,   3.0508
  106.164,   80.375,  4.41964,  2.40084,  -3.2615,   2.9826
  106.333,   80.585,  4.39566,  2.41701,  -3.2914,   2.9135
  106.501,   80.796,  4.37171,  2.43336,  -3.3204,   2.8438
  106.670,   81.008,  4.34779,  2.44989,  -3.3485,   2.7732
  106.839,   81.219,  4.32390,  2.46660,  -3.3757,   2.7020
  107.008,   81.431,  4.30005,  2.48350,  -3.4020,   2.6300
  107.176,   81.644,  4.27624,  2.50058,  -3.4274,   2.5572
  107.345,   81.857,  4.25246,  2.51786,  -3.4517,   2.4837
  107.514,   82.070,  4.22873,  2.53533,  -3.4751,   2.4095
  107.683,   82.283,  4.20505,  2.55299,  -3.4974,   2.3346
  107.852,   82.497,  4.18141,  2.57086,  -3.5187,   2.2590
  108.020,   82.711,  4.15783,  2.58893,  -3.5389,   2.1827
  108.189,   82.926,  4.13430,  2.60721,  -3.5579,   2.1056
  108.358,   83.141,  4.11082,  2.62569,  -3.5758,   2.0279
  108.527,   83.356,  4.08741,  2.64439,  -3.5925,   1.9496
  108.695,   83.572,  4.06406,  2.66330,  -3.6080,   1.8705
  108.864,   83.788,  4.04077,  2.68243,  -3.6222,   1.7908
  109.033,   84.005,  4.01755,  2.70179,  -3.6352,   1.7105
  109.202,   84.222,  3.99440,  2.72136,  -3.6469,   1.6296
  109.371,   84.440,  3.97133,  2.74117,  -3.6572,   1.5481
  109.539,   84.658,  3.94833,  2.76120,  -3.6661,   1.4659
  109.708,   84.876,  3.92542,  2.78147,  -3.6736,   1.3833
  109.877,   85.095,  3.90259,  2.80198,  -3.6797,   1.3000
  110.046,   85.314,  3.87984,  2.82273,  -3.6843,   1.2163
  110.215,   85.533,  3.85719,  2.84372,  -3.6873,   1.1320
  110.383,   85.754,  3.83463,  2.86496,  -3.6888,   1.0473
  110.552,   85.974,  3.81217,  2.88645,  -3.6888,   0.9621
  110.721,   86.195,  3.78980,  2.90820,  -3.6871,   0.8765
  110.890,   86.417,  3.76755,  2.93020,  -3.6837,   0.7905
  111.058,   86.639,  3.74539,  2.95246,  -3.6786,   0.7041
  111.227,   86.861,  3.72335,  2.97499,  -3.6718,   0.6174
  111.396,   87.084,  3.70143,  2.99779,  -3.6632,   0.5305
  111.565,   87.307,  3.67962,  3.02085,  -3.6528,   0.4432
  111.734,   87.531,  3.65793,  3.04419,  -3.6406,   0.3557
  111.902,   87.756,  3.63637,  3.06781,  -3.6265,   0.2680
  112.071,   87.981,  3.61494,  3.09171,  -3.6104,   0.1802
  112.240,   88.206,  3.59363,  3.11590,  -3.5924,   0.0923
  112.409,   88.432,  3.57247,  3.14037,  -3.5725,   0.0044
  112.577,   88.658,  3.55145,  3.16513,  -3.5505,  -0.0836
  112.746,   88.885,  3.53056,  3.19018,  -3.5264,  -0.1715
  112.915,   89.113,  3.50983,  3.21554,  -3.5002,  -0.2593
  113.084,   89.341,  3.48925,  3.24119,  -3.4720,  -0.3469
  113.253,   89.569,  3.46882,  3.26715,  -3.4415,  -0.4344
  113.421,   89.798,  3.44855,  3.29341,  -3.4089,  -0.5215
  113.590,   90.028,  3.42844,  3.31998,  -3.3740,  -0.6084
  113.759,   90.258,  3.40849,  3.34687,  -3.3369,  -0.6948
  113.928,   90.489,  3.38872,  3.37406,  -3.2976,  -0.7807
  114.096,   90.720,  3.36912,  3.40158,  -3.2559,  -0.8661
  114.265,   90.952,  3.34970,  3.42942,  -3.2119,  -0.9509
  114.434,   91.185,  3.33046,  3.45758,  -3.1656,  -1.0350
  114.603,   91.418,  3.31140,  3.48607,  -3.1169,  -1.1183
  114.772,   91.652,  3.29253,  3.51488,  -3.0658,  -1.2007
  114.940,   91.886,  3.27385,  3.54403,  -3.0123,  -1.2822
  115.109,   92.121,  3.25536,  3.57350,  -2.9564,  -1.3627
  115.278,   92.356,  3.23708,  3.60332,  -2.8981,  -1.4421
  115.447,   92.592,  3.21900,  3.63347,  -2.8374,  -1.5203
  115.616,   92.828,  3.20112,  3.66396,  -2.7742,  -1.5971
  115.784,   93.066,  3.18345,  3.69478,  -2.7086,  -1.6726
  115.953,   93.303,  3.16599,  3.72596,  -2.6406,  -1.7466
  116.122,   93.542,  3.14875,  3.75747,  -2.5702,  -1.8190
  116.291,   93.781,  3.13173,  3.78933,  -2.4974,  -1.8896
  116.459,   94.020,  3.11493,  3.82153,  -2.4222,  -1.9585
  116.628,   94.260,  3.09836,  3.85409,  -2.3446,  -2.0255
  116.797,   94.501,  3.08201,  3.88699,  -2.2647,  -2.0904
  116.966,   94.743,  3.06589,  3.92023,  -2.1825,  -2.1532
  117.135,   94.985,  3.05001,  3.95383,  -2.0980,  -2.2138
  117.303,   95.227,  3.03437,  3.98778,  -2.0113,  -2.2720
  117.472,   95.471,  3.01896,  4.02207,  -1.9224,  -2.3278
  117.641,   95.714,  3.00380,  4.05672,  -1.8314,  -2.3809
  117.810,   95.959,  2.98888,  4.09171,  -1.7383,  -2.4314
  117.978,   96.204,  2.97420,  4.12705,  -1.6432,  -2.4791
  118.147,   96.450,  2.95978,  4.16274,  -1.5462,  -2.5238
  118.316,   96.696,  2.94561,  4.19877,  -1.4473,  -2.5655
  118.485,   96.943,  2.93169,  4.23515,  -1.3466,  -2.6041
  118.654,   97.190,  2.91803,  4.27188,  -1.2443,  -2.6395
  118.822,   97.438,  2.90462,  4.30894,  -1.1403,  -2.6714
  118.991,   97.687,  2.89147,  4.34635,  -1.0349,  -2.6999
  119.160,   97.936,  2.87859,  4.38410,  -0.9281,  -2.7249
  119.329,   98.186,  2.86597,  4.42218,  -0.8201,  -2.7461
  119.498,   98.437,  2.85361,  4.46059,  -0.7110,  -2.7636
  119.666,   98.688,  2.84152,  4.49934,  -0.6008,  -2.7773
  119.835,   98.939,  2.82969,  4.53841,  -0.4898,  -2.7870
  120.004,   99.191,  2.81813,  4.57780,  -0.3781,  -2.7926
  120.173,   99.444,  2.80684,  4.61752,  -0.2659,  -2.7942
  120.341,   99.697,  2.79583,  4.65756,  -0.1532,  -2.7916
  120.510,   99.951,  2.78508,  4.69790,  -0.0403,  -2.7848
  120.679,  100.206,  2.77460,  4.73856,   0.0726,  -2.7737
  120.848,  100.461,  2.76440,  4.77952,   0.1854,  -2.7582
  121.017,  100.716,  2.75447,  4.82078,   0.2980,  -2.7383
  121.185,  100.972,  2.74481,  4.86233,   0.4100,  -2.7140
  121.354,  101.228,  2.73543,  4.90417,   0.5214,  -2.6853
  121.523,  101.485,  2.72632,  4.94630,   0.6319,  -2.6521
  121.692,  101.743,  2.71749,  4.98871,   0.7414,  -2.6144
  121.860,  102.001,  2.70893,  5.03138,   0.8496,  -2.5723
  122.029,  102.259,  2.70064,  5.07433,   0.9563,  -2.5257
  122.198,  102.518,  2.69263,  5.11753,   1.0613,  -2.4747
  122.367,  102.777,  2.68490,  5.16099,   1.1644,  -2.4192
  122.536,  103.037,  2.67743,  5.20469,   1.2655,  -2.3595
  122.704,  103.297,  2.67025,  5.24863,   1.3643,  -2.2954
  122.873,  103.558,  2.66334,  5.29281,   1.4605,  -2.2272
  123.042,  103.819,  2.65670,  5.33721,   1.5540,  -2.1548
  123.211,  104.080,  2.65033,  5.38183,   1.6447,  -2.0783
  123.379,  104.342,  2.64424,  5.42666,   1.7321,  -1.9979
  123.548,  104.604,  2.63842,  5.47169,   1.8163,  -1.9137
  123.717,  104.867,  2.63288,  5.51691,   1.8970,  -1.8258
  123.886,  105.129,  2.62760,  5.56233,   1.9740,  -1.7343
  124.055,  105.392,  2.62260,  5.60792,   2.0470,  -1.6394
  124.223,  105.656,  2.61787,  5.65367,   2.1161,  -1.5413
  124.392,  105.919,  2.61341,  5.69960,   2.1809,  -1.4400
  124.561,  106.183,  2.60922,  5.74567,   2.2413,  -1.3359
  124.730,  106.448,  2.60530,  5.79188,   2.2971,  -1.2291
  124.899,  106.712,  2.60165,  5.83823,   2.3483,  -1.1198
  125.067,  106.977,  2.59826,  5.88471,   2.3947,  -1.0082
  125.236,  107.242,  2.59515,  5.93130,   2.4361,  -0.8945
  125.405,  107.507,  2.59230,  5.97800,   2.4725,  -0.7789
  125.574,  107.772,  2.58973,  6.02480,   2.5038,  -0.6617
  125.742,  108.037,  2.58742,  6.07168,   2.5298,  -0.5432
  125.911,  108.303,  2.58537,  6.11865,   2.5505,  -0.4235
  126.080,  108.569,  2.58359,  6.16568,   2.5658,  -0.3029
  126.249,  108.834,  2.58208,  6.21278,   2.5757,  -0.1816
  126.418,  109.100,  2.58084,  6.25992,   2.5801,  -0.0600
  126.586,  109.366,  2.57986,  6.30711,   2.5791,   0.0617
  126.755,  109.632,  2.57915,  6.35432,   2.5726,   0.1833
  126.924,  109.898,  2.57870,  6.40156,   2.5607,   0.3045
  127.093,  110.164,  2.57852,  6.44881,   2.5432,   0.4251
  127.261,  110.430,  2.57861,  6.49606,   2.5204,   0.5448
  127.430,  110.696,  2.57896,  6.54330,   2.4922,   0.6633
  127.599,  110.962,  2.57957,  6.59052,   2.4587,   0.7804
  127.768,  111.228,  2.58046,  6.63772,   2.4200,   0.8958
  127.937,  111.494,  2.58160,  6.68488,   2.3761,   1.0094
  128.105,  111.760,  2.58302,  6.73199,   2.3272,   1.1208
  128.274,  112.026,  2.58470,  6.77905,   2.2734,   1.2298
  128.443,  112.291,  2.58665,  6.82604,   2.2148,   1.3362
  128.612,  112.557,  2.58886,  6.87296,   2.1515,   1.4398
  128.781,  112.822,  2.59134,  6.91979,   2.0838,   1.5405
  128.949,  113.087,  2.59409,  6.96652,   2.0116,   1.6379
  129.118,  113.352,  2.59711,  7.01315,   1.9354,   1.7319
  129.287,  113.617,  2.60039,  7.05967,   1.8551,   1.8223
  129.456,  113.881,  2.60395,  7.10607,   1.7710,   1.9090
  129.624,  114.146,  2.60777,  7.15234,   1.6833,   1.9918
  129.793,  114.410,  2.61186,  7.19846,   1.5921,   2.0705
  129.962,  114.673,  2.61623,  7.24444,   1.4978,   2.1451
  130.131,  114.937,  2.62086,  7.29026,   1.4004,   2.2153
  130.300,  115.200,  2.62576,  7.33591,   1.3003,   2.2812
  130.468,  115.463,  2.63094,  7.38139,   1.1976,   2.3426
  130.637,  115.726,  2.63639,  7.42668,   1.0926,   2.3993
  130.806,  115.988,  2.64211,  7.47178,   0.9854,   2.4515
  130.975,  116.250,  2.64810,  7.51668,   0.8764,   2.4989
  131.143,  116.511,  2.65437,  7.56138,   0.7656,   2.5415
  131.312,  116.772,  2.66091,  7.60586,   0.6535,   2.5794
  131.481,  117.033,  2.66772,  7.65012,   0.5401,   2.6125
  131.650,  117.293,  2.67481,  7.69415,   0.4257,   2.6407
  131.819,  117.553,  2.68217,  7.73794,   0.3106,   2.6641
  131.987,  117.813,  2.68981,  7.78148,   0.1948,   2.6827
  132.156,  118.072,  2.69772,  7.82478,   0.0788,   2.6966
  132.325,  118.330,  2.70590,  7.86782,  -0.0374,   2.7056
  132.494,  118.588,  2.71436,  7.91059,  -0.1536,   2.7100
  132.662,  118.846,  2.72310,  7.95309,  -0.2694,   2.7097
  132.831,  119.103,  2.73211,  7.99532,  -0.3849,   2.7049
  133.000,  119.360,  2.74139,  8.03727,  -0.4996,   2.6955
  133.169,  119.616,  2.75095,  8.07893,  -0.6136,   2.6816
  133.338,  119.872,  2.76078,  8.12029,  -0.7266,   2.6635
  133.506,  120.127,  2.77089,  8.16136,  -0.8384,   2.6410
  133.675,  120.381,  2.78127,  8.20213,  -0.9488,   2.6144
  133.844,  120.635,  2.79192,  8.24258,  -1.0578,   2.5837
  134.013,  120.889,  2.80284,  8.28273,  -1.1652,   2.5491
  134.182,  121.142,  2.81403,  8.32256,  -1.2709,   2.5107
  134.350,  121.394,  2.82549,  8.36208,  -1.3746,   2.4686
  134.519,  121.646,  2.83722,  8.40127,  -1.4764,   2.4228
  134.688,  121.897,  2.84921,  8.44013,  -1.5761,   2.3736
  134.857,  122.148,  2.86148,  8.47866,  -1.6735,   2.3211
  135.025,  122.398,  2.87400,  8.51687,  -1.7686,   2.2653
  135.194,  122.647,  2.88679,  8.55473,  -1.8614,   2.2065
