        s,        t,        r,      phi,        x,        y
15519.185,14060.288, 16.33653, 22.89961, -10.0463, -12.8823
15527.405,14069.011, 16.08720, 23.01929,  -8.3076, -13.7761
15535.625,14077.741, 15.92228, 23.14209,  -6.4904, -14.5394
15543.845,14086.476, 15.84556, 23.26677,  -4.6096, -15.1603
15552.064,14095.212, 15.85885, 23.39195,  -2.6830, -15.6302
15560.284,14103.946, 15.96183, 23.51621,  -0.7298, -15.9451
15568.504,14112.675, 16.15208, 23.63821,   1.2307, -16.1051
15576.724,14121.395, 16.42531, 23.75676,   3.1798, -16.1146
15584.944,14130.104, 16.77576, 23.87090,   5.1009, -15.9815
15593.164,14138.801, 17.19660, 23.97991,   6.9801, -15.7163
15601.384,14147.484, 17.68045, 24.08333,   8.8062, -15.3313
15609.604,14156.152, 18.21977, 24.18093,  10.5713, -14.8394
15617.824,14164.804, 18.80721, 24.27268,  12.2696, -14.2537
15626.044,14173.440, 19.43580, 24.35868,  13.8981, -13.5865
15634.263,14182.061, 20.09915, 24.43915,  15.4554, -12.8494
15642.483,14190.667, 20.79149, 24.51437,  16.9414, -12.0530
15650.703,14199.258, 21.50768, 24.58466,  18.3573, -11.2066
15658.923,14207.835, 22.24324, 24.65036,  19.7051, -10.3185
15667.143,14216.398, 22.99424, 24.71181,  20.9870,  -9.3957
15675.363,14224.949, 23.75733, 24.76934,  22.2058,  -8.4447
15683.583,14233.487, 24.52960, 24.82327,  23.3643,  -7.4706
15691.803,14242.014, 25.30857, 24.87389,  24.4654,  -6.4782
15700.023,14250.530, 26.09214, 24.92148,  25.5121,  -5.4712
15708.243,14259.036, 26.87851, 24.96630,  26.5070,  -4.4532
15716.463,14267.532, 27.66616, 25.00856,  27.4531,  -3.4269
15724.682,14276.019, 28.45379, 25.04848,  28.3528,  -2.3948
15732.902,14284.498, 29.24033, 25.08625,  29.2087,  -1.3589
15741.122,14292.968, 30.02484, 25.12204,  30.0231,  -0.3212
15749.342,14301.431, 30.80655, 25.15602,  30.7982,   0.7171
15757.562,14309.887, 31.58481, 25.18832,  31.5360,   1.7544
15765.782,14318.336, 32.35906, 25.21906,  32.2386,   2.7899
15774.002,14326.778, 33.12886, 25.24838,  32.9076,   3.8224
15782.222,14335.215, 33.89381, 25.27637,  33.5448,   4.8513
15790.442,14343.646, 34.65360, 25.30312,  34.1518,   5.8757
15798.662,14352.071, 35.40796, 25.32873,  34.7301,   6.8953
15806.882,14360.491, 36.15669, 25.35328,  35.2810,   7.9094
15815.101,14368.906, 36.89960, 25.37683,  35.8058,   8.9177
15823.321,14377.316, 37.63657, 25.39946,  36.3058,   9.9198
15831.541,14385.722, 38.36747, 25.42122,  36.7820,  10.9155
15839.761,14394.124, 39.09223, 25.44218,  37.2356,  11.9044
15847.981,14402.521, 39.81078, 25.46237,  37.6675,  12.8864
15856.201,14410.915, 40.52307, 25.48185,  38.0787,  13.8613
15864.421,14419.305, 41.22909, 25.50066,  38.4700,  14.8289
15872.641,14427.691, 41.92881, 25.51884,  38.8423,  15.7893
15880.861,14436.074, 42.62224, 25.53642,  39.1963,  16.7422
15889.081,14444.454, 43.30938, 25.55344,  39.5329,  17.6877
15897.301,14452.831, 43.99024, 25.56994,  39.8526,  18.6256
15905.520,14461.204, 44.66485, 25.58593,  40.1561,  19.5560
15913.740,14469.575, 45.33324, 25.60145,  40.4441,  20.4788
15921.960,14477.943, 45.99544, 25.61653,  40.7171,  21.3940
15930.180,14486.308, 46.65149, 25.63117,  40.9756,  22.3016
15938.400,14494.671, 47.30143, 25.64541,  41.2202,  23.2017
15946.620,14503.031, 47.94531, 25.65927,  41.4515,  24.0942
15954.840,14511.389, 48.58317, 25.67276,  41.6697,  24.9791
15963.060,14519.744, 49.21507, 25.68590,  41.8755,  25.8566
15971.280,14528.098, 49.84105, 25.69871,  42.0692,  26.7267
15979.500,14536.449, 50.46117, 25.71121,  42.2512,  27.5893
15987.719,14544.798, 51.07548, 25.72340,  42.4219,  28.4445
15995.939,14553.145, 51.68403, 25.73531,  42.5816,  29.2924
16004.159,14561.490, 52.28688, 25.74694,  42.7308,  30.1330
16012.379,14569.834, 52.88409, 25.75830,  42.8697,  30.9664
16020.599,14578.175, 53.47570, 25.76941,  42.9987,  31.7925
16028.819,14586.515, 54.06178, 25.78028,  43.1180,  32.6116
16037.039,14594.853, 54.64237, 25.79092,  43.2279,  33.4236
16045.259,14603.190, 55.21754, 25.80134,  43.3288,  34.2285
16053.479,14611.524, 55.78733, 25.81154,  43.4208,  35.0265
16061.699,14619.858, 56.35181, 25.82154,  43.5043,  35.8176
16069.919,14628.190, 56.91102, 25.83133,  43.5795,  36.6018
16078.138,14636.520, 57.46501, 25.84094,  43.6465,  37.3793
16086.358,14644.849, 58.01384, 25.85037,  43.7057,  38.1499
16094.578,14653.176, 58.55756, 25.85962,  43.7572,  38.9139
16102.798,14661.503, 59.09622, 25.86870,  43.8013,  39.6713
16111.018,14669.828, 59.62988, 25.87762,  43.8381,  40.4221
16119.238,14678.151, 60.15857, 25.88638,  43.8678,  41.1663
16127.458,14686.474, 60.68235, 25.89499,  43.8907,  41.9042
16135.678,14694.795, 61.20126, 25.90345,  43.9068,  42.6355
16143.898,14703.115, 61.71536, 25.91177,  43.9164,  43.3606
16152.118,14711.434, 62.22469, 25.91995,  43.9195,  44.0793
16160.338,14719.752, 62.72929, 25.92801,  43.9165,  44.7918
16168.557,14728.068, 63.22922, 25.93593,  43.9074,  45.4981
16176.777,14736.384, 63.72450, 25.94373,  43.8923,  46.1982
16184.997,14744.699, 64.21520, 25.95141,  43.8715,  46.8922
16193.217,14753.012, 64.70134, 25.95897,  43.8450,  47.5802
16201.437,14761.325, 65.18298, 25.96642,  43.8130,  48.2622
16209.657,14769.637, 65.66015, 25.97377,  43.7756,  48.9383
16217.877,14777.948, 66.13289, 25.98100,  43.7329,  49.6084
16226.097,14786.258, 66.60125, 25.98814,  43.6850,  50.2727
16234.317,14794.567, 67.06525, 25.99517,  43.6321,  50.9312
16242.537,14802.875, 67.52495, 26.00211,  43.5742,  51.5840
16250.757,14811.182, 67.98037, 26.00896,  43.5116,  52.2310
16258.976,14819.488, 68.43156, 26.01572,  43.4442,  52.8723
16267.196,14827.794, 68.87854, 26.02238,  43.3722,  53.5080
16275.416,14836.099, 69.32137, 26.02896,  43.2956,  54.1382
16283.636,14844.403, 69.76006, 26.03546,  43.2146,  54.7628
16291.856,14852.706, 70.19466, 26.04188,  43.1293,  55.3819
16300.076,14861.009, 70.62519, 26.04822,  43.0398,  55.9955
16308.296,14869.311, 71.05170, 26.05448,  42.9460,  56.6037
16316.516,14877.612, 71.47421, 26.06067,  42.8482,  57.2066
16324.736,14885.913, 71.89275, 26.06679,  42.7464,  57.8041
16332.956,14894.212, 72.30736, 26.07283,  42.6407,  58.3963
16341.176,14902.511, 72.71807, 26.07881,  42.5311,  58.9832
16349.395,14910.810, 73.12491, 26.08472,  42.4178,  59.5649
16357.615,14919.108, 73.52790, 26.09056,  42.3008,  60.1415
16365.835,14927.405, 73.92707, 26.09635,  42.1801,  60.7129
16374.055,14935.702, 74.32246, 26.10207,  42.0559,  61.2791
16382.275,14943.998, 74.71409, 26.10772,  41.9282,  61.8403
16390.495,14952.293, 75.10199, 26.11333,  41.7971,  62.3964
16398.715,14960.588, 75.48618, 26.11887,  41.6626,  62.9475
16406.935,14968.882, 75.86670, 26.12436,  41.5248,  63.4937
16415.155,14977.176, 76.24356, 26.12979,  41.3838,  64.0349
16423.375,14985.469, 76.61679, 26.13517,  41.2396,  64.5711
16431.594,14993.762, 76.98643, 26.14050,  41.0923,  65.1025
16439.814,15002.054, 77.35248, 26.14577,  40.9419,  65.6290
