        s,        t,        r,      phi,        x,        y
 3263.303, 1632.988, 45.31182,  1.03957,  22.9545,  39.0673
 3271.523, 1641.359, 44.64308,  1.05510,  22.0152,  38.8373
 3279.743, 1649.733, 43.96810,  1.07111,  21.0674,  38.5922
 3287.963, 1658.110, 43.28687,  1.08762,  20.1110,  38.3315
 3296.183, 1666.489, 42.59935,  1.10465,  19.1460,  38.0544
 3304.403, 1674.872, 41.90554,  1.12225,  18.1725,  37.7602
 3312.623, 1683.259, 41.20542,  1.14045,  17.1905,  37.4483
 3320.843, 1691.649, 40.49900,  1.15927,  16.1999,  37.1178
 3329.062, 1700.043, 39.78630,  1.17877,  15.2009,  36.7680
 3337.282, 1708.440, 39.06733,  1.19898,  14.1934,  36.3978
 3345.502, 1716.842, 38.34215,  1.21995,  13.1778,  36.0065
 3353.722, 1725.248, 37.61082,  1.24174,  12.1539,  35.5929
 3361.942, 1733.659, 36.87342,  1.26439,  11.1222,  35.1560
 3370.162, 1742.074, 36.13006,  1.28797,  10.0827,  34.6947
 3378.382, 1750.494, 35.38088,  1.31255,   9.0357,  34.2076
 3386.602, 1758.919, 34.62606,  1.33820,   7.9816,  33.6936
 3394.822, 1767.350, 33.86581,  1.36499,   6.9208,  33.1511
 3403.042, 1775.787, 33.10040,  1.39301,   5.8538,  32.5787
 3411.261, 1784.230, 32.33014,  1.42237,   4.7810,  31.9747
 3419.481, 1792.679, 31.55542,  1.45316,   3.7034,  31.3374
 3427.701, 1801.135, 30.77670,  1.48551,   2.6215,  30.6649
 3435.921, 1809.598, 29.99453,  1.51955,   1.5365,  29.9552
 3444.141, 1818.069, 29.20957,  1.55541,   0.4495,  29.2061
 3452.361, 1826.548, 28.42260,  1.59325,  -0.6381,  28.4154
 3460.581, 1835.035, 27.63454,  1.63325,  -1.7247,  27.5807
 3468.801, 1843.532, 26.84649,  1.67559,  -2.8083,  26.6992
 3477.021, 1852.038, 26.05975,  1.72050,  -3.8867,  25.7683
 3485.241, 1860.555, 25.27585,  1.76820,  -4.9572,  24.7850
 3493.461, 1869.082, 24.49660,  1.81894,  -6.0165,  23.7463
 3501.680, 1877.621, 23.72411,  1.87300,  -7.0610,  22.6490
 3509.900, 1886.172, 22.96087,  1.93068,  -8.0861,  21.4899
 3518.120, 1894.736, 22.20981,  1.99230,  -9.0867,  20.2659
 3526.340, 1903.314, 21.47432,  2.05818, -10.0567,  18.9739
 3534.560, 1911.905, 20.75833,  2.12867, -10.9891,  17.6110
 3542.780, 1920.512, 20.06636,  2.20411, -11.8756,  16.1749
 3551.000, 1929.133, 19.40357,  2.28482, -12.7070,  14.6639
 3559.220, 1937.770, 18.77577,  2.37108, -13.4727,  13.0773
 3567.440, 1946.423, 18.18939,  2.46311, -14.1609,  11.4158
 3575.660, 1955.092, 17.65142,  2.56101, -14.7591,   9.6820
 3583.880, 1963.776, 17.16926,  2.66474, -15.2539,   7.8805
 3592.099, 1972.473, 16.75046,  2.77405, -15.6318,   6.0188
 3600.319, 1981.184, 16.40242,  2.88849, -15.8798,   4.1074
 3608.539, 1989.905, 16.13194,  3.00732, -15.9867,   2.1596
 3616.759, 1998.634, 15.94476,  3.12957, -15.9436,   0.1917
 3624.979, 2007.368, 15.84513,  3.25404, -15.7451,  -1.7779
 3633.199, 2016.105, 15.83538,  3.37937, -15.3898,  -3.7299
 3641.419, 2024.840, 15.91575,  3.50414, -14.8812,  -5.6446
 3649.639, 2033.571, 16.08434,  3.62698, -14.2265,  -7.5041
 3657.859, 2042.294, 16.33730,  3.74664, -13.4371,  -9.2926
 3666.079, 2051.006, 16.66915,  3.86209, -12.5265, -10.9976
 3674.299, 2059.707, 17.07329,  3.97256, -11.5102, -12.6100
 3682.518, 2068.394, 17.54242,  4.07751, -10.4040, -14.1242
 3690.738, 2077.066, 18.06898,  4.17668,  -9.2233, -15.5376
 3698.958, 2085.722, 18.64552,  4.26997,  -7.9826, -16.8503
 3707.178, 2094.363, 19.26495,  4.35746,  -6.6950, -18.0642
 3715.398, 2102.988, 19.92071,  4.43935,  -5.3718, -19.1828
 3723.618, 2111.597, 20.60684,  4.51590,  -4.0230, -20.2103
 3731.838, 2120.192, 21.31806,  4.58743,  -2.6569, -21.1518
 3740.058, 2128.772, 22.04970,  4.65428,  -1.2806, -22.0125
 3748.278, 2137.339, 22.79771,  4.71678,   0.1002, -22.7975
 3756.498, 2145.893, 23.55859,  4.77529,   1.4808, -23.5120
 3764.717, 2154.434, 24.32931,  4.83010,   2.8573, -24.1609
 3772.937, 2162.964, 25.10730,  4.88154,   4.2266, -24.7490
 3781.157, 2171.483, 25.89037,  4.92987,   5.5864, -25.2805
 3789.377, 2179.991, 26.67664,  4.97536,   6.9346, -25.7596
 3797.597, 2188.490, 27.46453,  5.01824,   8.2697, -26.1899
 3805.817, 2196.980, 28.25269,  5.05873,   9.5906, -26.5751
 3814.037, 2205.460, 29.03998,  5.09702,  10.8963, -26.9182
 3822.257, 2213.933, 29.82545,  5.13329,  12.1862, -27.2223
 3830.477, 2222.398, 30.60828,  5.16771,  13.4599, -27.4900
 3838.697, 2230.855, 31.38779,  5.20041,  14.7170, -27.7237
 3846.917, 2239.306, 32.16342,  5.23153,  15.9573, -27.9258
 3855.136, 2247.750, 32.93467,  5.26118,  17.1807, -28.0983
 3863.356, 2256.188, 33.70116,  5.28949,  18.3872, -28.2432
 3871.576, 2264.620, 34.46255,  5.31654,  19.5769, -28.3622
 3879.796, 2273.047, 35.21856,  5.34242,  20.7498, -28.4569
 3888.016, 2281.468, 35.96897,  5.36722,  21.9061, -28.5287
 3896.236, 2289.884, 36.71359,  5.39101,  23.0460, -28.5792
 3904.456, 2298.296, 37.45229,  5.41386,  24.1696, -28.6095
 3912.676, 2306.703, 38.18493,  5.43583,  25.2772, -28.6209
 3920.896, 2315.105, 38.91145,  5.45697,  26.3690, -28.6143
 3929.116, 2323.504, 39.63175,  5.47734,  27.4452, -28.5909
 3937.336, 2331.898, 40.34581,  5.49699,  28.5061, -28.5515
 3945.555, 2340.289, 41.05358,  5.51596,  29.5520, -28.4970
 3953.775, 2348.676, 41.75506,  5.53429,  30.5831, -28.4282
 3961.995, 2357.060, 42.45023,  5.55201,  31.5996, -28.3459
 3970.215, 2365.441, 43.13910,  5.56917,  32.6018, -28.2508
 3978.435, 2373.818, 43.82168,  5.58579,  33.5900, -28.1435
 3986.655, 2382.192, 44.49800,  5.60190,  34.5643, -28.0246
 3994.875, 2390.564, 45.16809,  5.61753,  35.5252, -27.8948
 4003.095, 2398.932, 45.83197,  5.63270,  36.4727, -27.7545
 4011.315, 2407.298, 46.48968,  5.64745,  37.4072, -27.6042
 4019.535, 2415.662, 47.14127,  5.66178,  38.3288, -27.4445
 4027.755, 2424.023, 47.78678,  5.67573,  39.2378, -27.2758
 4035.974, 2432.381, 48.42626,  5.68930,  40.1345, -27.0984
 4044.194, 2440.737, 49.05975,  5.70253,  41.0190, -26.9129
 4052.414, 2449.091, 49.68731,  5.71542,  41.8915, -26.7195
 4060.634, 2457.443, 50.30899,  5.72798,  42.7523, -26.5186
 4068.854, 2465.792, 50.92484,  5.74025,  43.6016, -26.3105
 4077.074, 2474.140, 51.53492,  5.75222,  44.4395, -26.0956
 4085.294, 2482.486, 52.13928,  5.76391,  45.2662, -25.8742
 4093.514, 2490.829, 52.73798,  5.77534,  46.0820, -25.6465
 4101.734, 2499.171, 53.33107,  5.78651,  46.8871, -25.4127
 4109.954, 2507.512, 53.91860,  5.79743,  47.6815, -25.1733
 4118.174, 2515.850, 54.50064,  5.80812,  48.4654, -24.9283
 4126.393, 2524.187, 55.07723,  5.81859,  49.2392, -24.6781
 4134.613, 2532.522, 55.64843,  5.82884,  50.0028, -24.4227
 4142.833, 2540.856, 56.21430,  5.83888,  50.7565, -24.1626
 4151.053, 2549.188, 56.77488,  5.84873,  51.5003, -23.8977
 4159.273, 2557.519, 57.33023,  5.85838,  52.2346, -23.6284
 4167.493, 2565.848, 57.88041,  5.86784,  52.9594, -23.3548
 4175.713, 2574.176, 58.42546,  5.87714,  53.6748, -23.0771
 4183.933, 2582.502, 58.96543,  5.88625,  54.3810, -22.7954
 4192.153, 2590.828, 59.50038,  5.89521,  55.0781, -22.5099
 4200.373, 2599.151, 60.03035,  5.90400,  55.7663, -22.2208
 4208.592, 2607.474, 60.55540,  5.91265,  56.4457, -21.9281
 4216.812, 2615.796, 61.07557,  5.92114,  57.1163, -21.6321
 4225.032, 2624.116, 61.59091,  5.92949,  57.7785, -21.3328
 4233.252, 2632.435, 62.10147,  5.93771,  58.4321, -21.0304
 4241.472, 2640.753, 62.60729,  5.94579,  59.0774, -20.7250
 4249.692, 2649.070, 63.10841,  5.95374,  59.7145, -20.4168
 4257.912, 2657.386, 63.60489,  5.96157,  60.3435, -20.1057
 4266.132, 2665.701, 64.09676,  5.96927,  60.9645, -19.7920
 4274.352, 2674.015, 64.58406,  5.97686,  61.5776, -19.4757
 4282.572, 2682.328, 65.06685,  5.98434,  62.1829, -19.1569
 4290.792, 2690.640, 65.54516,  5.99170,  62.7804, -18.8358
 4299.011, 2698.951, 66.01903,  5.99896,  63.3704, -18.5124
 4307.231, 2707.261, 66.48850,  6.00612,  63.9528, -18.1868
 4315.451, 2715.570, 66.95361,  6.01318,  64.5278, -17.8590
 4323.671, 2723.879, 67.41440,  6.02014,  65.0955, -17.5293
 4331.891, 2732.186, 67.87090,  6.02701,  65.6559, -17.1976
 4340.111, 2740.493, 68.32316,  6.03378,  66.2092, -16.8640
 4348.331, 2748.799, 68.77121,  6.04047,  66.7554, -16.5286
 4356.551, 2757.104, 69.21508,  6.04707,  67.2946, -16.1915
 4364.771, 2765.408, 69.65482,  6.05358,  67.8269, -15.8527
 4372.991, 2773.711, 70.09045,  6.06002,  68.3523, -15.5123
 4381.211, 2782.014, 70.52200,  6.06638,  68.8710, -15.1704
 4389.430, 2790.316, 70.94952,  6.07265,  69.3830, -14.8270
 4397.650, 2798.618, 71.37303,  6.07886,  69.8883, -14.4822
 4405.870, 2806.918, 71.79257,  6.08499,  70.3871, -14.1360
 4414.090, 2815.218, 72.20817,  6.09105,  70.8794, -13.7885
 4422.310, 2823.517, 72.61985,  6.09704,  71.3654, -13.4398
 4430.530, 2831.816, 73.02765,  6.10297,  71.8449, -13.0899
 4438.750, 2840.114, 73.43160,  6.10882,  72.3182, -12.7388
 4446.970, 2848.411, 73.83173,  6.11462,  72.7853, -12.3867
 4455.190, 2856.708, 74.22806,  6.12035,  73.2462, -12.0335
 4463.410, 2865.004, 74.62062,  6.12602,  73.7010, -11.6793
 4471.630, 2873.300, 75.00945,  6.13164,  74.1497, -11.3241
 4479.849, 2881.595, 75.39456,  6.13719,  74.5925, -10.9680
 4488.069, 2889.889, 75.77598,  6.14269,  75.0294, -10.6111
 4496.289, 2898.183, 76.15375,  6.14814,  75.4603, -10.2533
 4504.509, 2906.476, 76.52788,  6.15353,  75.8855,  -9.8947
 4512.729, 2914.769, 76.89840,  6.15886,  76.3049,  -9.5354
 4520.949, 2923.061, 77.26534,  6.16415,  76.7186,  -9.1754
 4529.169, 2931.353, 77.62872,  6.16939,  77.1266,  -8.8147
 4537.389, 2939.644, 77.98856,  6.17458,  77.5291,  -8.4533
 4545.609, 2947.935, 78.34488,  6.17972,  77.9259,  -8.0914
 4553.829, 2956.225, 78.69772,  6.18482,  78.3173,  -7.7288
 4562.048, 2964.515, 79.04709,  6.18987,  78.7032,  -7.3658
 4570.268, 2972.805, 79.39301,  6.19487,  79.0836,  -7.0022
 4578.488, 2981.093, 79.73550,  6.19984,  79.4587,  -6.6381
 4586.708, 2989.382, 80.07460,  6.20476,  79.8285,  -6.2736
 4594.928, 2997.670, 80.41031,  6.20964,  80.1929,  -5.9087
 4603.148, 3005.957, 80.74266,  6.21448,  80.5521,  -5.5434
 4611.368, 3014.244, 81.07166,  6.21928,  80.9062,  -5.1778
 4619.588, 3022.531, 81.39735,  6.22404,  81.2550,  -4.8118
 4627.808, 3030.817, 81.71973,  6.22876,  81.5987,  -4.4455
 4636.028, 3039.103, 82.03883,  6.23345,  81.9374,  -4.0789
 4644.248, 3047.389, 82.35467,  6.23810,  82.2710,  -3.7121
 4652.467, 3055.674, 82.66726,  6.24271,  82.5996,  -3.3450
 4660.687, 3063.958, 82.97662,  6.24729,  82.9232,  -2.9778
 4668.907, 3072.243, 83.28277,  6.25184,  83.2418,  -2.6104
 4677.127, 3080.527, 83.58572,  6.25635,  83.5556,  -2.2428
 4685.347, 3088.810, 83.88551,  6.26083,  83.8645,  -1.8751
 4693.567, 3097.094, 84.18213,  6.26528,  84.1686,  -1.5072
 4701.787, 3105.377, 84.47561,  6.26970,  84.4679,  -1.1393
 4710.007, 3113.659, 84.76597,  6.27409,  84.7625,  -0.7714
 4718.227, 3121.941, 85.05321,  6.27844,  85.0523,  -0.4034
 4726.447, 3130.223, 85.33736,  6.28277,  85.3374,  -0.0353
 4734.667, 3138.505, 85.61844,  6.28707,  85.6178,   0.3327
 4742.886, 3146.786, 85.89644,  6.29134,  85.8936,   0.7007
 4751.106, 3155.067, 86.17141,  6.29559,  86.1648,   1.0687
 4759.326, 3163.348, 86.44333,  6.29981,  86.4314,   1.4366
 4767.546, 3171.628, 86.71224,  6.30400,  86.6935,   1.8045
 4775.766, 3179.908, 86.97814,  6.30816,  86.9510,   2.1722
 4783.986, 3188.188, 87.24105,  6.31230,  87.2041,   2.5399
 4792.206, 3196.467, 87.50098,  6.31642,  87.4527,   2.9074
 4800.426, 3204.746, 87.75795,  6.32051,  87.6968,   3.2748
 4808.646, 3213.025, 88.01197,  6.32458,  87.9366,   3.6420
 4816.866, 3221.304, 88.26305,  6.32862,  88.1720,   4.0090
 4825.086, 3229.582, 88.51120,  6.33264,  88.4030,   4.3758
 4833.305, 3237.860, 88.75644,  6.33664,  88.6297,   4.7424
 4841.525, 3246.138, 88.99878,  6.34062,  88.8520,   5.1088
 4849.745, 3254.415, 89.23823,  6.34458,  89.0701,   5.4749
 4857.965, 3262.693, 89.47481,  6.34851,  89.2840,   5.8408
 4866.185, 3270.970, 89.70852,  6.35242,  89.4936,   6.2064
 4874.405, 3279.247, 89.93938,  6.35632,  89.6990,   6.5717
 4882.625, 3287.523, 90.16739,  6.36019,  89.9002,   6.9367
 4890.845, 3295.800, 90.39257,  6.36405,  90.0972,   7.3014
 4899.065, 3304.076, 90.61493,  6.36788,  90.2901,   7.6657
 4907.285, 3312.352, 90.83449,  6.37170,  90.4789,   8.0297
 4915.505, 3320.627, 91.05124,  6.37550,  90.6636,   8.3933
 4923.724, 3328.903, 91.26520,  6.37928,  90.8442,   8.7566
 4931.944, 3337.178, 91.47639,  6.38304,  91.0207,   9.1194
 4940.164, 3345.453, 91.68481,  6.38679,  91.1932,   9.4819
 4948.384, 3353.728, 91.89046,  6.39052,  91.3617,   9.8439
 4956.604, 3362.002, 92.09337,  6.39423,  91.5262,  10.2055
 4964.824, 3370.277, 92.29354,  6.39793,  91.6867,  10.5667
 4973.044, 3378.551, 92.49098,  6.40161,  91.8432,  10.9274
 4981.264, 3386.825, 92.68569,  6.40527,  91.9958,  11.2876
 4989.484, 3395.099, 92.87769,  6.40892,  92.1445,  11.6474
 4997.704, 3403.373, 93.06699,  6.41256,  92.2893,  12.0066
 5005.923, 3411.646, 93.25359,  6.41618,  92.4301,  12.3654
 5014.143, 3419.919, 93.43751,  6.41978,  92.5672,  12.7236
 5022.363, 3428.193, 93.61874,  6.42337,  92.7003,  13.0813
 5030.583, 3436.466, 93.79731,  6.42695,  92.8296,  13.4385
 5038.803, 3444.738, 93.97321,  6.43052,  92.9551,  13.7951
 5047.023, 3453.011, 94.14645,  6.43407,  93.0769,  14.1511
 5055.243, 3461.283, 94.31705,  6.43761,  93.1948,  14.5066
 5063.463, 3469.556, 94.48501,  6.44113,  93.3089,  14.8615
 5071.683, 3477.828, 94.65034,  6.44464,  93.4193,  15.2158
 5079.903, 3486.100, 94.81304,  6.44814,  93.5260,  15.5694
 5088.123, 3494.372, 94.97312,  6.45163,  93.6289,  15.9225
 5096.342, 3502.643, 95.13060,  6.45511,  93.7281,  16.2749
 5104.562, 3510.915, 95.28546,  6.45858,  93.8236,  16.6267
 5112.782, 3519.186, 95.43773,  6.46203,  93.9155,  16.9778
 5121.002, 3527.458, 95.58741,  6.46548,  94.0036,  17.3283
 5129.222, 3535.729, 95.73450,  6.46891,  94.0881,  17.6781
 5137.442, 3544.000, 95.87902,  6.47233,  94.1690,  18.0272
 5145.662, 3552.271, 96.02096,  6.47574,  94.2463,  18.3756
 5153.882, 3560.541, 96.16033,  6.47915,  94.3199,  18.7234
 5162.102, 3568.812, 96.29715,  6.48254,  94.3899,  19.0704
 5170.322, 3577.083, 96.43140,  6.48592,  94.4564,  19.4166
 5178.542, 3585.353, 96.56311,  6.48930,  94.5193,  19.7622
 5186.761, 3593.623, 96.69228,  6.49266,  94.5786,  20.1070
 5194.981, 3601.893, 96.81891,  6.49602,  94.6343,  20.4510
 5203.201, 3610.163, 96.94300,  6.49937,  94.6866,  20.7943
 5211.421, 3618.433, 97.06457,  6.50270,  94.7352,  21.1368
 5219.641, 3626.703, 97.18361,  6.50603,  94.7804,  21.4785
 5227.861, 3634.973, 97.30013,  6.50936,  94.8221,  21.8194
 5236.081, 3643.243, 97.41415,  6.51267,  94.8603,  22.1595
 5244.301, 3651.512, 97.52565,  6.51598,  94.8950,  22.4988
 5252.521, 3659.781, 97.63465,  6.51928,  94.9262,  22.8373
 5260.741, 3668.051, 97.74114,  6.52257,  94.9539,  23.1750
 5268.961, 3676.320, 97.84515,  6.52586,  94.9783,  23.5118
 5277.180, 3684.589, 97.94666,  6.52913,  94.9991,  23.8477
 5285.400, 3692.858, 98.04568,  6.53241,  95.0166,  24.1828
 5293.620, 3701.127, 98.14223,  6.53567,  95.0306,  24.5170
 5301.840, 3709.396, 98.23629,  6.53893,  95.0412,  24.8504
 5310.060, 3717.665, 98.32787,  6.54218,  95.0484,  25.1828
 5318.280, 3725.934, 98.41699,  6.54543,  95.0522,  25.5144
 5326.500, 3734.202, 98.50364,  6.54867,  95.0526,  25.8450
 5334.720, 3742.471, 98.58782,  6.55190,  95.0497,  26.1747
 5342.940, 3750.739, 98.66954,  6.55513,  95.0434,  26.5035
 5351.160, 3759.008, 98.74880,  6.55836,  95.0337,  26.8314
 5359.379, 3767.276, 98.82561,  6.56158,  95.0207,  27.1583
 5367.599, 3775.545, 98.89997,  6.56479,  95.0043,  27.4843
 5375.819, 3783.813, 98.97187,  6.56800,  94.9846,  27.8093
 5384.039, 3792.081, 99.04133,  6.57121,  94.9616,  28.1333
 5392.259, 3800.349, 99.10835,  6.57441,  94.9352,  28.4564
 5400.479, 3808.617, 99.17293,  6.57760,  94.9056,  28.7784
 5408.699, 3816.885, 99.23506,  6.58080,  94.8726,  29.0995
 5416.919, 3825.153, 99.29477,  6.58399,  94.8364,  29.4195
 5425.139, 3833.421, 99.35204,  6.58717,  94.7969,  29.7385
 5433.359, 3841.689, 99.40687,  6.59035,  94.7541,  30.0565
 5441.579, 3849.957, 99.45928,  6.59353,  94.7080,  30.3735
 5449.798, 3858.225, 99.50926,  6.59670,  94.6586,  30.6894
 5458.018, 3866.492, 99.55682,  6.59987,  94.6060,  31.0042
 5466.238, 3874.760, 99.60195,  6.60304,  94.5502,  31.3180
 5474.458, 3883.028, 99.64466,  6.60621,  94.4910,  31.6307
 5482.678, 3891.295, 99.68496,  6.60937,  94.4287,  31.9423
 5490.898, 3899.563, 99.72283,  6.61253,  94.3631,  32.2528
 5499.118, 3907.830, 99.75829,  6.61569,  94.2943,  32.5623
 5507.338, 3916.098, 99.79133,  6.61885,  94.2223,  32.8706
 5515.558, 3924.366, 99.82195,  6.62200,  94.1470,  33.1778
 5523.778, 3932.633, 99.85017,  6.62515,  94.0685,  33.4838
 5531.998, 3940.900, 99.87597,  6.62830,  93.9869,  33.7887
 5540.217, 3949.168, 99.89936,  6.63145,  93.9020,  34.0925
 5548.437, 3957.435, 99.92034,  6.63460,  93.8139,  34.3951
 5556.657, 3965.703, 99.93892,  6.63775,  93.7227,  34.6966
 5564.877, 3973.970, 99.95508,  6.64089,  93.6282,  34.9968
 5573.097, 3982.238, 99.96884,  6.64403,  93.5306,  35.2959
 5581.317, 3990.505, 99.98019,  6.64718,  93.4298,  35.5937
 5589.537, 3998.772, 99.98913,  6.65032,  93.3258,  35.8904
 5597.757, 4007.040, 99.99566,  6.65346,  93.2187,  36.1858
 5605.977, 4015.307, 99.99979,  6.65660,  93.1083,  36.4801
 5614.197, 4023.574,100.00152,  6.65975,  92.9949,  36.7730
 5622.417, 4031.842,100.00083,  6.66289,  92.8783,  37.0648
 5630.636, 4040.109, 99.99774,  6.66603,  92.7585,  37.3552
 5638.856, 4048.376, 99.99225,  6.66917,  92.6356,  37.6444
 5647.076, 4056.644, 99.98435,  6.67231,  92.5095,  37.9323
 5655.296, 4064.911, 99.97404,  6.67546,  92.3803,  38.2190
 5663.516, 4073.178, 99.96132,  6.67860,  92.2479,  38.5043
 5671.736, 4081.446, 99.94620,  6.68175,  92.1125,  38.7884
 5679.956, 4089.713, 99.92867,  6.68489,  91.9739,  39.0711
 5688.176, 4097.981, 99.90873,  6.68804,  91.8321,  39.3524
 5696.396, 4106.248, 99.88638,  6.69119,  91.6873,  39.6325
 5704.616, 4114.516, 99.86162,  6.69434,  91.5393,  39.9112
 5712.836, 4122.783, 99.83445,  6.69749,  91.3882,  40.1885
 5721.055, 4131.051, 99.80487,  6.70064,  91.2340,  40.4645
 5729.275, 4139.318, 99.77287,  6.70380,  91.0766,  40.7391
 5737.495, 4147.586, 99.73846,  6.70695,  90.9162,  41.0123
 5745.715, 4155.853, 99.70163,  6.71011,  90.7526,  41.2841
 5753.935, 4164.121, 99.66238,  6.71327,  90.5860,  41.5544
 5762.155, 4172.388, 99.62072,  6.71644,  90.4162,  41.8234
 5770.375, 4180.656, 99.57663,  6.71961,  90.2433,  42.0909
 5778.595, 4188.924, 99.53012,  6.72278,  90.0674,  42.3570
 5786.815, 4197.192, 99.48119,  6.72595,  89.8883,  42.6216
 5795.035, 4205.459, 99.42983,  6.72913,  89.7061,  42.8847
 5803.254, 4213.727, 99.37605,  6.73231,  89.5209,  43.1464
 5811.474, 4221.995, 99.31983,  6.73549,  89.3325,  43.4066
 5819.694, 4230.263, 99.26118,  6.73868,  89.1411,  43.6652
 5827.914, 4238.531, 99.20010,  6.74187,  88.9465,  43.9224
 5836.134, 4246.799, 99.13657,  6.74506,  88.7489,  44.1780
 5844.354, 4255.067, 99.07061,  6.74826,  88.5482,  44.4321
 5852.574, 4263.335, 99.00221,  6.75146,  88.3443,  44.6846
 5860.794, 4271.604, 98.93136,  6.75467,  88.1374,  44.9356
 5869.014, 4279.872, 98.85806,  6.75788,  87.9274,  45.1850
 5877.234, 4288.140, 98.78232,  6.76110,  87.7143,  45.4328
 5885.454, 4296.409, 98.70412,  6.76432,  87.4982,  45.6790
 5893.673, 4304.677, 98.62346,  6.76755,  87.2789,  45.9236
 5901.893, 4312.946, 98.54034,  6.77078,  87.0566,  46.1666
 5910.113, 4321.214, 98.45476,  6.77402,  86.8311,  46.4079
 5918.333, 4329.483, 98.36671,  6.77727,  86.6026,  46.6476
 5926.553, 4337.752, 98.27620,  6.78052,  86.3710,  46.8857
 5934.773, 4346.021, 98.18320,  6.78377,  86.1363,  47.1220
 5942.993, 4354.290, 98.08774,  6.78703,  85.8985,  47.3567
 5951.213, 4362.559, 97.98978,  6.79030,  85.6576,  47.5896
 5959.433, 4370.828, 97.88935,  6.79358,  85.4136,  47.8209
 5967.653, 4379.097, 97.78642,  6.79686,  85.1666,  48.0504
 5975.873, 4387.366, 97.68101,  6.80015,  84.9164,  48.2781
 5984.092, 4395.636, 97.57309,  6.80345,  84.6632,  48.5041
 5992.312, 4403.905, 97.46267,  6.80675,  84.4069,  48.7284
 6000.532, 4412.175, 97.34974,  6.81006,  84.1474,  48.9508
 6008.752, 4420.444, 97.23431,  6.81338,  83.8849,  49.1715
 6016.972, 4428.714, 97.11635,  6.81671,  83.6193,  49.3903
 6025.192, 4436.984, 96.99588,  6.82004,  83.3506,  49.6073
 6033.412, 4445.254, 96.87288,  6.82339,  83.0787,  49.8225
 6041.632, 4453.524, 96.74735,  6.82674,  82.8038,  50.0358
 6049.852, 4461.794, 96.61928,  6.83010,  82.5258,  50.2472
 6058.072, 4470.065, 96.48867,  6.83347,  82.2447,  50.4567
 6066.292, 4478.335, 96.35552,  6.83685,  81.9604,  50.6643
 6074.511, 4486.606, 96.21981,  6.84024,  81.6731,  50.8701
 6082.731, 4494.876, 96.08154,  6.84364,  81.3826,  51.0738
 6090.951, 4503.147, 95.94071,  6.84704,  81.0890,  51.2756
 6099.171, 4511.418, 95.79731,  6.85046,  80.7923,  51.4755
 6107.391, 4519.689, 95.65134,  6.85389,  80.4925,  51.6733
 6115.611, 4527.960, 95.50278,  6.85733,  80.1896,  51.8692
 6123.831, 4536.232, 95.35163,  6.86078,  79.8835,  52.0630
 6132.051, 4544.503, 95.19789,  6.86424,  79.5743,  52.2548
 6140.271, 4552.775, 95.04154,  6.86771,  79.2620,  52.4445
 6148.491, 4561.047, 94.88259,  6.87120,  78.9466,  52.6322
 6156.710, 4569.319, 94.72102,  6.87469,  78.6280,  52.8177
 6164.930, 4577.591, 94.55683,  6.87820,  78.3062,  53.0012
 6173.150, 4585.863, 94.39001,  6.88172,  77.9814,  53.1825
 6181.370, 4594.135, 94.22055,  6.88525,  77.6533,  53.3617
 6189.590, 4602.408, 94.04845,  6.88880,  77.3222,  53.5387
 6197.810, 4610.681, 93.87370,  6.89236,  76.9878,  53.7135
 6206.030, 4618.954, 93.69629,  6.89593,  76.6503,  53.8862
 6214.250, 4627.227, 93.51621,  6.89952,  76.3097,  54.0566
 6222.470, 4635.500, 93.33345,  6.90312,  75.9659,  54.2247
 6230.690, 4643.773, 93.14802,  6.90673,  75.6189,  54.3906
 6238.910, 4652.047, 92.95989,  6.91036,  75.2687,  54.5542
 6247.129, 4660.321, 92.76905,  6.91400,  74.9153,  54.7155
 6255.349, 4668.595, 92.57551,  6.91766,  74.5588,  54.8745
 6263.569, 4676.869, 92.37926,  6.92133,  74.1991,  55.0311
 6271.789, 4685.143, 92.18027,  6.92502,  73.8361,  55.1854
 6280.009, 4693.418, 91.97855,  6.92873,  73.4700,  55.3372
 6288.229, 4701.692, 91.77408,  6.93245,  73.1007,  55.4867
 6296.449, 4709.967, 91.56686,  6.93619,  72.7281,  55.6337
 6304.669, 4718.242, 91.35687,  6.93994,  72.3524,  55.7783
 6312.889, 4726.518, 91.14411,  6.94372,  71.9734,  55.9203
 6321.109, 4734.793, 90.92857,  6.94751,  71.5912,  56.0599
 6329.329, 4743.069, 90.71023,  6.95132,  71.2057,  56.1969
 6337.548, 4751.345, 90.48908,  6.95515,  70.8170,  56.3314
 6345.768, 4759.621, 90.26512,  6.95899,  70.4251,  56.4633
 6353.988, 4767.898, 90.03833,  6.96286,  70.0299,  56.5925
 6362.208, 4776.175, 89.80871,  6.96674,  69.6314,  56.7192
 6370.428, 4784.452, 89.57623,  6.97065,  69.2297,  56.8432
 6378.648, 4792.729, 89.34090,  6.97457,  68.8248,  56.9645
 6386.868, 4801.006, 89.10270,  6.97852,  68.4165,  57.0830
 6395.088, 4809.284, 88.86161,  6.98249,  68.0049,  57.1989
 6403.308, 4817.562, 88.61762,  6.98648,  67.5901,  57.3120
 6411.528, 4825.840, 88.37073,  6.99049,  67.1720,  57.4222
 6419.748, 4834.119, 88.12092,  6.99453,  66.7505,  57.5297
 6427.967, 4842.397, 87.86818,  6.99858,  66.3258,  57.6343
 6436.187, 4850.676, 87.61249,  7.00266,  65.8977,  57.7360
