0,0
29218433.45913859,136002.8233958848
65741475.23547962,306006.3521977215
111395277.3815218,518510.7625073682
168462529.9477773,784141.2743113188
239796595.4737411,1116179.412372251
328964177.0967708,1531227.082298303
440423653.680604,2050036.665558752
579747998.7140989,2698548.638142074
753903428.915936,3509188.59370287
971597714.9610054,4522488.522218296
1243715569.841854,5789113.407870001
1413789227.628576,6580753.947251269
1626381298.219383,7570304.606110723
1892121383.883839,8807242.905585654
2058208935.967785,9580329.329113064
2265818374.492576,10546687.34370644
2525330170.172516,11754634.83871485
2687525041.071663,12509602.00994188
2890268628.175787,13453310.95969418
3143698109.674563,14632947.12449075
3460484957.814032,16107492.2953411
3658476735.787413,17029083.00721016
3905966455.959236,18181071.37540746
4215328602.575836,19621056.80169595
4408679942.174436,20521047.67388791
4650369114.461539,21646036.24322308
4952480576.353786,23052271.92208869
5141300238.074244,23931169.20279694
5377324813.094776,25029790.78349147
5672355528.531173,26403067.7276791
5856749723.788927,27261365.79985096
6087242465.809592,28334238.3705691
6375358390.11944,29675329.0533776
6555430840.992984,30513510.71280694
6780521402.609368,31561237.76827139
7061884601.533166,32870896.55807321
7237736599.108047,33689433.28497518
7457551594.174618,34712604.1754356
7732320335.026561,35991567.76001235
7904050796.371943,36790919.98423313
8118713871.222747,37790110.24697829
8387042711.916605,39039098.04791106
8554748235.726441,39819715.40792179
8764380138.726572,40795487.09102203
9026420014.715017,42015201.66836938
9190194935.64513,42777523.26418994
9394913585.112078,43730425.24265184
9650811894.288374,44921552.6901432
9970684776.591135,46410461.95934111
10170605325.67067,47341030.2298269
10420506009.45769,48504240.54319046
10732881860.17309,49958253.39605419
10928116764.59517,50867011.40708403
11172160392.65245,52002958.89694811
11477214923.85033,53422893.22172844
11667874003.656,54310352.15343931
11906197851.032,55419675.79495355
12204102656.51848,56806330.31055337
12390293157.83401,57672989.36224011
12623031282.18381,58756313.15450168
12913953934.02334,60110467.85975875
13095780589.38653,60956814.53067572
13323063906.37966,62014747.84773155
13607168049.15488,63337164.46017126
13784733136.42744,64163674.82375287
14006689493.38838,65196812.75737525
14284134936.25072,66488235.14168018
14457538336.14993,67295374.11333437
14674292583.97269,68304297.80776277
14945235390.53556,69565452.39420001
15114574642.81748,70353673.99282533
15326248706.19459,71338950.9716628
15590841282.3197,72570547.16470444
15756211640.64563,73340294.76807784
15962924586.65126,74302479.25352582
16221315766.17742,75505209.83089238
16544304735.90914,77008623.00636479
16746172839.3434,77948256.21482502
16998507965.76002,79122797.69690053
17313926869.26931,80590974.50474481
17511063681.40788,81508584.98428169
17757484693.80645,82655598.05612348
18065510954.9528,84089364.35262455
18258027365.70507,84985468.26339519
18498672876.46929,86105598.12517664
18799479760.72754,87505760.41051485
18987484061.01256,88380861.81511119
19222489433.78828,89474738.54504946
19516246145.71103,90842084.41696027
19699844088.37151,91696675.56394643
19929341514.2092,92764914.47272415
20216213292.60495,94100213.06952524
20395508151.8936,94934774.67032945
20619626723.60627,95977976.64720966
20899774934.4868,97281979.08044465
21074867564.15842,98096980.57976159
21293733348.93681,99115732.43059067
21567315576.28612,100389172.2075328
